opening_name,opening_variation,count
Dutch Defense," Staunton Gambit, American Attack",26
Ruy Lopez," Open, Motzko Attack",26
Ruy Lopez," Closed, Balla Variation",26
King's Gambit Declined," Falkbeer Countergambit, Alapin Variation",26
Nimzo-Indian Defense," Three Knights Variation, Duchamp Variation, Modern Line",26
Queen's Indian Defense," Kasparov-Petrosian Variation, Romanishin Attack",25
Tarrasch Defense, Grünfeld Gambit,25
Ruy Lopez," Closed, Yates Variation, Short Attack",25
Zukertort Opening," Wade Defense, Chigorin Plan",25
Italian Game," Two Knights Defense, Ulvestad Variation, Kurkin Gambit",25
Blumenfeld Countergambit, Spielmann Variation,25
Ruy Lopez," Berlin Defense, Cordel Variation",24
Queen's Gambit Declined," Orthodox Defense, Capablanca Variation",24
Queen's Indian Defense, Opocensky Variation,24
Italian Game," Classical Variation, Greco Gambit, Moeller-Bayonet Attack",24
Van't Kruijs Opening," Keoni-Hiva Gambit, Ekolu Variation",23
Alekhine Defense," Brooklyn Variation, Everglades Variation",23
English Opening, Zilbermints Gambit,23
French Defense," Winawer Variation, Kondratiyev Variation",23
King's Gambit Accepted, Basman Gambit,23
Old Indian Defense, Aged Gibbon Gambit,23
Bishop's Opening, Lisitsyn Variation,22
Italian Game," Evans Gambit, Sanders-Alapin Variation",22
Van Geet Opening, Twyble Attack,22
English Defense, Hartlaub Gambit Accepted,22
King's Gambit Accepted," Allgaier, Blackburne Gambit",22
Dutch Defense," Krejcik Gambit, Tate Gambit",22
Caro-Kann Defense," Accelerated Panov Attack, Pseudo-Scandinavian",22
Russian Game," Classical Attack, Tarrasch Variation",22
Pterodactyl Defense," Austrian, Grand Prix Pterodactyl",21
Tarrasch Defense, Tarrasch Gambit,21
Queen's Gambit Declined," Austrian Defense, Haberditz Variation",21
Nimzo-Indian Defense," Sämisch Variation, Romanovsky Variation",21
King's Gambit Accepted, Orsini Gambit,21
Caro-Kann Defense," Labahn Attack, Polish Variation",21
Grünfeld Defense," Brinckmann Attack, Grünfeld Gambit, Botvinnik Variation",20
Pterodactyl Defense," Austrian, Austriadactylus Western",20
Zukertort Opening, Myers Polish Attack,20
Grünfeld Defense, Pachman Variation,20
King's Gambit Accepted," Schallopp Defense, Tashkent Attack",20
Queen's Gambit Declined," Pseudo-Tarrasch Variation, Canal Variation",20
Modern Defense," Two Knights Variation, Suttles Variation, Tal Gambit",19
Van't Kruijs Opening," Keoni-Hiva Gambit, Akahi Variation",19
Queen's Gambit Accepted," Classical Defense, Alekhine System, Smyslov Variation",19
Kádas Opening, Myers Variation,19
Sicilian Defense," Richter-Rauzer Variation, Classical Variation, Kantscher Line",19
English Opening, Porcupine Variation,19
Polish Opening, Schuehler Gambit,19
Zukertort Opening, Shabalov Gambit,18
Formation, Shy Attack,18
Caro-Kann Defense," Breyer Variation, Stein Attack",18
Sicilian Defense, Gloria Variation,18
Vienna Game," Vienna Gambit, Steinitz Gambit, Sörensen Defense",18
King's Gambit Accepted," Philidor Gambit, Schultz Variation",18
Queen's Gambit Declined, Semmering Variation,18
Indian Defense," Anti-Grünfeld, Adorjan Gambit",18
Portuguese Opening, Miguel Gambit,18
Bird Opening, Batavo-Polish Attack,18
Philidor Defense," Lion Variation, Sozin Variation",18
Torre Attack," Classical Defense, Petrosian Gambit",18
King's Gambit Declined," Classical Variation, Euwe Attack",18
King's Indian Defense," Fianchetto Variation, Pterodactyl Variation",18
English Defense, Poli Gambit,18
Pterodactyl Defense," Fianchetto, Queen Pterodactyl",17
Bishop's Opening," McDonnell Gambit, McDonnell Double Gambit",17
Blackmar-Diemer Gambit," Bogoljubov Defense, Mad Dog Attack",17
Scandinavian Defense," Modern Variation, Wing Gambit",17
King's Gambit Accepted," Double Muzio Gambit, Paulsen Defense",17
Ware Opening, Wing Gambit,17
Queen's Gambit Declined," Orthodox Defense, Alekhine Variation",17
King's Indian Defense," Fianchetto Variation, Panno Variation, Korchnoi Line",16
Nimzo-Indian Defense," Sämisch Variation, Capablanca Variation",16
English Opening," Anglo-Grünfeld Defense, Korchnoi Variation",16
Semi-Slav Defense," Meran Variation, Pirc Variation",16
Alekhine Defense," Four Pawns Attack, Ilyin-Zhenevsky Variation",15
King's Gambit Accepted," Double Muzio Gambit, Baldwin Gambit",15
French Defense," Classical Variation, Stahlberg Variation",15
Modern Defense, Dunworthy Variation,15
King's Gambit Accepted," Muzio Gambit, Kling and Horwitz Counterattack",15
Queen's Gambit Declined," Albin Countergambit, Krenosz Variation",15
King's Indian Defense," Sämisch Variation, Ruban Variation",15
Italian Game," Two Knights Defense, Max Lange Attack, Berger Variation",15
King's Gambit Declined," Panteldakis Countergambit, Symmetrical Variation",15
English Opening," Closed, Taimanov Variation",14
Colle System, Pterodactyl Variation,14
Ruy Lopez," Closed Berlin Defense, Chigorin Variation",14
Ruy Lopez," Wormald Attack, Grünfeld Variation",14
Center Game, Kupreichik Variation,14
Sicilian Defense," Taimanov Variation, Gary Gambit",14
Scotch Game, Hanneken Variation,14
Queen's Pawn Game, Zilbermints Countergambit,14
Russian Game," Classical Attack, Marshall Trap",14
Modern Defense," Bishop Attack, Bücker Gambit",14
Ruy Lopez," Cozio Defense, Tartakower Gambit",14
King's Indian Defense," Fianchetto Variation, Panno Variation, Donner Line",14
Van't Kruijs Opening, Bouncing Bishop Variation,14
Four Knights Game, Gunsberg Counterattack,14
Ruy Lopez," Open, Malkin Variation",13
King's Gambit Accepted, Kotov Gambit,13
Bishop's Opening," Lopez Variation, Lopez Gambit",13
Ruy Lopez," Open, Knorre Variation",13
Amar Gambit,~,13
Queen's Indian Defense, Averbakh Variation,12
English Opening," Anglo-Indian Defense, Zvjaginsev-Krasenkow Attack",12
Ware Opening, Ware Gambit,12
Ruy Lopez," Open, Friess Attack",12
Indian Defense," Anti-Grünfeld, Alekhine Variation, Leko Gambit",12
Sicilian Defense, Double-Dutch Gambit,12
Semi-Slav Defense," Marshall Gambit, Tolush Variation",12
Ruy Lopez," Open, Karpov Gambit",12
Nimzo-Indian Defense," Spielmann Variation, Stahlberg Variation",12
Sicilian Defense," Kan Variation, Gipslis Variation",12
Catalan Opening," Closed, Zagoryansky Variation",12
King's Gambit Accepted," Bishop's Gambit, Boren-Svenonius Variation",11
Sicilian Defense," Closed, Anti-Sveshnikov Variation, Kharlov-Kramnik Line",11
Nimzo-Indian Defense," Classical Variation, Berlin Variation, Macieja System",11
Catalan Opening," Closed, Sokolsky Variation",11
Sicilian Defense," Wing Gambit, Romanian Defense",11
English Opening," King's English Variation, Kahiko-Hula Gambit",11
Semi-Slav Defense," Meran Variation, Wade Variation, Kaidanov Gambit",11
Slav Defense," Quiet Variation, Amsterdam Variation",11
Sicilian Defense," Dragon Variation, Classical Variation, Spielmann Variation",10
Grob Opening," Zilbermints Gambit, Zilbermints-Hartlaub Gambit",10
Pterodactyl Defense," Central, Anhanguera",10
Bishop's Opening, Pachman Gambit,10
Italian Game," Classical Variation, Tarrasch Variation",10
Italian Game," Evans Gambit, Sokolsky Variation",10
Queen's Gambit Declined," Semi-Slav, Koomen Variation",10
Van Geet Opening, Pfeiffer Gambit,9
Ruy Lopez," Closed, Rossolimo Defense",9
Ruy Lopez," Closed, Center Attack, Basque Gambit",9
Italian Game," Giuoco Piano, Eisinger Variation",9
King's Gambit Accepted, Australian Gambit,9
Latvian Gambit Accepted, Bronstein Gambit,9
Philidor Defense," Philidor Countergambit, Berger Variation",9
Sicilian Defense, Kotov Gambit,9
Queen's Gambit Declined," Tarrasch Defense, Stoltz Variation",8
Queen's Gambit Declined," Exchange, Chameleon Variation",8
Pterodactyl Defense," Fianchetto, Rhamphorhynchus",8
Queen's Gambit Declined, Rochlin Variation,8
Sicilian Defense," Wing Gambit, Nanu Gambit",8
Bishop's Opening, Thorold Gambit,8
Colle System, Siroccopteryx Variation,8
Alekhine Defense," Four Pawns Attack, Korchnoi Variation",8
Bird Opening, Siegener Gambit,8
Queen's Gambit Declined," Orthodox Defense, Janowski Variation",8
Blackmar-Diemer Gambit," Euwe Defense, Zilbermints Gambit",8
Italian Game," Two Knights Defense, Yurdansky Attack",7
Caro-Kann Defense," Spike Variation, Scorpion-Grob Gambit",7
Sicilian Defense, Frederico Variation,7
Bird Opening, Swiss Gambit,7
Italian Game," Two Knights Defense, Knorre Variation",7
Pterodactyl Defense," Central, Bogolubovia",7
Benko Gambit, Mutkin Countergambit,7
King's Gambit Accepted," Kieseritzky Gambit, Paulsen Defense Deferred",7
Dutch Defense, Hevendehl Gambit,6
Amar Opening, Gent Gambit,6
King's Gambit Accepted," Fischer Defense, Schulder Gambit",6
King's Gambit Declined," Falkbeer Countergambit, Tarrasch Variation",6
Catalan Opening, Hungarian Gambit,6
Four Knights Game, Bardeleben Variation,6
Semi-Slav Defense," Meran Variation, Sozin Variation",6
Grünfeld Defense," Exchange Variation, Larsen Variation",6
Queen's Gambit Declined," Lasker Defense, Bernstein Variation",6
Bishop's Opening, Krejcik Gambit,6
Grob Opening," Grob Gambit, Keres Gambit",6
King's Gambit Declined, Hobbs-Zilbermints Gambit,6
Ruy Lopez," Classical Defense, Zaitsev Variation",6
Italian Game," Evans Gambit, Paulsen Variation",6
Queen's Indian Defense, Buerger Variation,6
Philidor Defense, Berger Variation,6
Queen's Gambit Declined, Uhlmann Variation,6
Latvian Gambit, Lobster Gambit,6
King's Gambit Declined," Panteldakis Countergambit, Pawn Sacrifice Line",6
Réti Opening, Zilbermints Gambit,6
Queen's Gambit Declined," Lasker Defense, Bernstein Variation, Mar del Plata Gambit",5
King's Gambit Accepted," Allgaier, Cook Variation",5
Nimzowitsch Defense," El Columpio Defense, El Columpio Gambit",5
Four Knights Game," Halloween Gambit, Oldtimer Variation",5
Queen's Gambit Declined," Semi-Tarrasch Defense, Krause Variation",5
Sicilian Defense," Accelerated Fianchetto, Simagin Variation",5
King's Indian Defense, Six Pawns Attack,5
Bogo-Indian Defense, Monticelli Trap,5
Catalan Opening," Open Defense, Alekhine Variation",5
English Opening," Anglo-Dutch Variation, Chabanon Gambit",5
Sicilian Defense," Kronberger Variation, Nemeth Gambit",5
Hungarian Opening, Paris Gambit,5
Russian Game," Modern Attack, Bardeleben Variation",5
Van Geet Opening, Gladbacher Gambit,5
Philidor Defense," Nimzowitsch, Larobok Variation",4
King's Gambit Accepted, Middleton Countergambit,4
Vienna Game," Stanley Variation, Eifel Gambit",4
Italian Game," Evans Gambit, Richardson Attack",4
King's Gambit Accepted," Bishop's Gambit, Classical Defense",4
Italian Game," Evans Gambit, Fraser Attack",4
Italian Game," Evans Gambit Declined, Hirschbach Variation",4
Sicilian Defense," Dragon Variation, Classical Variation, Zollner Gambit",4
Trompowsky Attack," Edge Variation, Hergert Gambit",4
King's Gambit Accepted," Abbazia Defense, Main Line",4
Bishop's Opening," Lewis Countergambit, Walker Variation",4
Italian Game," Giuoco Piano, Krause Variation",4
French Defense," MacCutcheon Variation, Bogoljubov Variation",4
French Defense," Classical Variation, Frankfurt Variation",4
Sicilian Defense," Kan Variation, Wing Attack, Christiansen's Dream",4
Ruy Lopez," Berlin Defense, Zukertort Variation",4
Latvian Gambit, Senechaud Gambit,4
Nimzo-Indian Defense," Classical Variation, Noa Variation, San Remo Variation",4
Grünfeld Defense," Russian Variation, Keres Variation",4
Ruy Lopez," Closed, Basque Gambit",4
Vienna Game," Hamppe-Muzio, Dubois Variation",3
Sodium Attack, Chenoboskion Variation,3
Blackmar-Diemer Gambit, Rook Pawn Defense,3
King's Gambit Accepted," Kieseritzky Gambit, Rice Gambit",3
Queen's Indian Defense," Kasparov-Petrosian Variation, Rashkovsky Attack",3
Ruy Lopez," Open, Schlechter Defense",3
Ruy Lopez," Schliemann Defense, Kostic Defense",3
Grob Opening," Zilbermints Gambit, Schiller Defense",3
Ruy Lopez," Open, Howell Attack, Ekstrom Variation",3
Tarrasch Defense," Swedish Variation, Central Break",3
Russian Game," Classical Attack, Krause Variation",3
Ruy Lopez," Berlin Defense, Pillsbury Variation",3
Pirc Defense," 150 Attack, Inner Doll Defense",3
Benoni Defense," Zilbermints-Benoni Gambit, Tamarkin Countergambit",3
Kádas Opening, Steinbok Gambit,3
Ruy Lopez," Berlin Defense, Trifunovic Variation",3
French Defense, Hoffmann Gambit,3
Slav Defense," Czech Variation, Krause Attack, Fazekas Gambit",3
Van Geet Opening," Pfeiffer Gambit, Sleipnir Countergambit",3
Semi-Slav Defense," Meran Variation, Rabinovich Variation",3
Zukertort Opening, Pachman Gambit,3
Italian Game," Evans Gambit, Johner Defense",2
Italian Game," Evans Gambit, Ulvestad Variation",2
King's Pawn Game," Macleod Attack, Norwalde Gambit",2
Ruy Lopez," Open, Breslau Variation",2
Blackmar-Diemer Gambit," von Popiel Gambit, Zilbermints Variation",2
Ruy Lopez," Open, Bernstein Variation, Luther Line",2
French Defense," Banzai-Leong Gambit, Pinova Gambit",2
King's Indian Defense," Orthodox Variation, Bayonet Attack, Yepishin's Line",2
Vienna Game," Paulsen Variation, Mariotti Gambit",2
Sicilian Defense," Sozin Attack, Main Line, Sherbakov Variation",2
King's Indian Defense," Fianchetto Variation, Panno Variation, Blockade Line",2
Dutch Defense," Leningrad, Basman System",2
Ruy Lopez," Open, Harksen Gambit",2
King's Gambit Accepted," Bishop's Gambit, Classical Defense, Cozio Attack",2
Queen's Gambit Accepted," Old Variation, Korchnoi Gambit",2
Indian Defense, Schnepper Gambit,2
Hungarian Opening, Pachman Gambit,2
Pterodactyl Defense," Sicilian, Quetzalcoatlus",2
Ruy Lopez," Berlin Defense, Winawer Attack",2
Sicilian Defense," Canal Attack, Dorfman Gambit",1
Grünfeld Defense," Lutikov Variation, Murrey Attack",1
King's Gambit Accepted," Bishop's Gambit, Chigorin's Attack",1
Ruy Lopez," Spanish Countergambit, Harding Countergambit, Fricke Gambit",1
Scotch Game," Paulsen, Gunsberg Defense",1
Italian Game," Evans Gambit, Compromised Defense, Potter Variation",1
Slav Defense," Czech Variation, Dutch Variation, Sämisch Variation",1
French Defense," Winawer Variation, Alekhine Gambit, Alatortsev Variation",1
Italian Game," Evans Gambit, Göring Attack",1
Scotch Game, Rosenthal Variation,1
Van Geet Opening, Warsteiner Gambit,1
Modern Defense, Masur Gambit,1
Ruy Lopez," Closed, Chigorin, Yugoslav System",1
Vienna Game, Adams' Gambit,1
Modern Defense," Semi-Averbakh Variation, Pterodactyl Variation Declined",1
Nimzo-Indian Defense," Normal Variation, Gligoric System, Smyslov Variation",1
Italian Game," Evans Gambit, Levenfish Variation",1
Sicilian Defense, Acton Extension,1
King's Gambit Accepted," Lolli Gambit, Young Variation",1
Four Knights Game," Symmetrical, Blake Variation",1
Tarrasch Defense," Classical Variation, Chandler Variation",1
Scotch Game," Horwitz Attack, Blackburne Variation",1
Nimzo-Indian Defense," Hübner Variation, Rubinstein Variation, Sherbakov Attack",1
